{RCūM, 3}
rasaśālāṃ prakurvīta sarvabādhāvivarjite | [RCūM, 3 1.1]
jūrtiṃ śvāsagadaṃ pramehamaruciṃ kāsāmayaṃ durdharaṃ mandāgniṃ jaṭharavyathāṃ vijayate yogairaśeṣāmayān | [RCūM, 10 53.2]
drutayo naiva nirdiṣṭāḥ śāstre dṛṣṭā api dhruvam | [RCūM, 10 54.1]
vinā śambhoḥ prasādena na sidhyanti kathañcana | [RCūM, 10 54.2]
rājāvartto'lparakto 'runīlimāmiśritaprabhaḥ | [RCūM, 10 55.1]
guruśca masṛṇaḥ śreṣṭhastadanyo madhyamaḥ smṛtaḥ | [RCūM, 10 55.2]
pramehakṣayadurnāmapāṇḍuśleṣmānilāpahaḥ | [RCūM, 10 56.1]
dīpanaḥ pācano vṛṣyo rājāvartto rasāyanaḥ | [RCūM, 10 56.2]
nimbudravaiḥ sagomūtraiḥ sakṣāraiḥ sveditāḥ khalu | [RCūM, 10 57.1]
dvitrivāreṇa śudhyanti rājāvarttādidhātavaḥ | [RCūM, 10 57.2]
bhṛṅgāmbho gandhakopeto rājāvartto vicūrṇitaḥ | [RCūM, 10 58.1]
puṭanātsaptarātreṇa rājāvartto mṛto bhavet | [RCūM, 10 58.2]
sūryāvarttakavajrakandakadalīkoṣātakīśigrukāḥ | [RCūM, 10 59.1]
vandhyā nīrakaṇā ghanā nṛpaśamī dhvāṃkṣī kumārī varā | [RCūM, 10 59.2]
āsām ekarasena sāmlapuṭanācchudhyanti dhātvādayaḥ | [RCūM, 10 59.3]
svedakledavadhānvrajanti ca punardhmātāśca sattvāni te | [RCūM, 10 59.4]
ayaṃ yogo hi niḥśeṣadhātumalaviśodhanaḥ | [RCūM, 10 60.1]
kṣāraiśca lavaṇair gehadhūmaguñjāniśāphalaiḥ | [RCūM, 10 60.2]
etairyuktāḥ śilāśmānaḥ sattvaṃ muñcantyaśeṣataḥ | [RCūM, 10 60.3]
aṣṭāsraś cāṣṭaphalakaḥ ṣaṭkoṇo masṛṇo guruḥ | [RCūM, 10 61.1]
śuddhamiśritavarṇaiśca yukto vaikrānta ucyate | [RCūM, 10 61.2]
śveto raktaśca pītaśca nīlaḥ pārāvatacchaviḥ | [RCūM, 10 62.1]
śyāmalaḥ kṛṣṇavarṇaśca karburaścāṣṭadhā hi saḥ | [RCūM, 10 62.2]
āyuḥpradaśca balavarṇakaro'tivṛṣyaḥ prajñāpradaḥ sakaladoṣagadāpahārī | [RCūM, 10 63.1]
dīptāgnikṛt pavisamānaguṇas tarasvī vaikrāntakaḥ khalu vapurbalalohakārī | [RCūM, 10 63.2]
rasāyaneṣu sarveṣu pūrvagaṇyaḥ pratāpavān | [RCūM, 10 64.1]
vajrasthāne niyoktavyo vaikrāntaḥ sarvarogahā | [RCūM, 10 64.2]
kulatthakvāthasaṃsvinno vaikrāntaḥ pariśudhyati | [RCūM, 10 65.1]
mriyate'ṣṭapuṭair gandhanimbūkadravasaṃyutaḥ | [RCūM, 10 65.2]
sattvapātanayogena marditaśca vaṭīkṛtaḥ | [RCūM, 10 66.1]
mūṣāstho ghaṭikādhmāto vaikrāntaḥ sattvamutsṛjet | [RCūM, 10 66.2]
bhasmatvaṃ samupāgato vikṛtako hemnā mṛtenānvitaḥ pādāṃśena kaṇājyavellasahito vallonmitaḥ sevitaḥ | [RCūM, 10 67.1]
yakṣmāṇaṃ kṣaraṇaṃ ca pāṇḍugudajaṃ śvāsaṃ ca kāsāmayaṃ duṣṭāṃ ca grahaṇīm uraḥkṣatamukhān rogāñjayeddehakṛt | [RCūM, 10 67.2]
sūtabhasmārdhasaṃyuktaṃ nīlavaikrāntabhasmakam | [RCūM, 10 68.1]
mṛtābhrasattvamubhayostulitaṃ parimarditam | [RCūM, 10 68.2]
kṣaudrājyasaṃsṛtaṃ prātaḥ guñjāmātraṃ niṣevitam | [RCūM, 10 69.1]
rasāyanavidhānena jīveccandrārkatārakam | [RCūM, 10 69.2]
tattadrogānupānena yavamātraṃ niṣevitam | [RCūM, 10 70.1]
nihanti sakalānrogāndustarānanyabheṣajaiḥ | [RCūM, 10 70.2]
trisaptadivasair nṝṇāṃ gaṅgāmbha iva pātakam | [RCūM, 10 71.1]
pītvā hālāhalaṃ vāntaṃ pītāmṛtagarutmatā | [RCūM, 10 71.2]
viṣeṇāmṛtayuktena girau ca marutāhvaye | [RCūM, 10 72.1]
tadvāntaṃ hi ghanībhūtaṃ saṃjātaṃ sasyakaṃ khalu | [RCūM, 10 72.2]
mayūrakaṇṭhasacchāyaṃ bhārāḍhyamatiśasyate | [RCūM, 10 73.1]
viṣaṃ dravyayutaṃ yadvad dravyādhikaguṇaṃ bhavet | [RCūM, 10 73.2]
hālāhalaṃ sudhāyuktaṃ sudhādhikaguṇaṃ tathā | [RCūM, 10 73.3]
niḥśeṣadoṣaviṣahṛd gudaśūlaśūladuṣṭāmlapittakavibandhaharaṃ hitaṃ ca | [RCūM, 10 74.1]
rāsāyanaṃ vamanarekakaraṃ garaghnaṃ śvitrāpahaṃ gaditamatra mayūratuttham | [RCūM, 10 74.2]
dolāyantreṇa susvinnaṃ sasyakaṃ praharatrayam | [RCūM, 10 75.1]
nṛmahiṣyajagomūtraiḥ śudhyatyevaṃ ca sasyakam | [RCūM, 10 75.2]
lakucadravagandhāśmaṭaṅkaṇena samanvitam | [RCūM, 10 76.1]
nirudhya mūṣikāmadhye mriyate kaukkuṭaiḥ puṭaiḥ | [RCūM, 10 76.2]
nimbudravālpaṭaṅkābhyāṃ mūṣāmadhye nirudhya ca | [RCūM, 10 77.1]
tāmrarūpaṃ paridhmātaṃ sattvaṃ muñcati sasyakam | [RCūM, 10 77.2]
śuddhaṃ sasyaṃ śikhikrāntaṃ pūrvabheṣajasaṃyutam | [RCūM, 10 78.1]
nalikādhmānayogena sattvaṃ muñcati niścitam | [RCūM, 10 78.2]
sattvametatsamādāya varabhūnāgasattvayuk | [RCūM, 10 79.1]
tanmudrikā kṛtasparśā śūlaghnī tatkṣaṇādbhavet | [RCūM, 10 79.2]
carācaraṃ viṣaṃ bhūtaṃ ḍākinīṃ dṛggataṃ jayet | [RCūM, 10 80.1]
rāmavat somasenānī mudriketi tathākṣaram | [RCūM, 10 80.2]
mudrikeyaṃ vidhātavyā dṛṣṭapratyayakārikā | [RCūM, 10 81.1]
himālayottare pārśve aśvakarṇo mahādrumaḥ | [RCūM, 10 81.2]
tatra śūlaṃ samutpannaṃ tatraiva nidhanaṃ gataḥ | [RCūM, 10 82.1]
mantreṇānena mudrāmbho nipītaṃ saptamantritam | [RCūM, 10 82.2]
sadyaḥ śūlaharaṃ proktam iti bhālukibhāṣitam | [RCūM, 10 83.1]
anayā mudrayā taptaṃ tailamagnau suniścitam | [RCūM, 10 83.2]
lepitaṃ hanti vegena śūlaṃ yatra kvacidbhavam | [RCūM, 10 84.1]
sadyaḥ sūtikaraṃ nāryāḥ sadyo netrarujāpaham | [RCūM, 10 84.2]
vimalastrividhaḥ prokto hemādyastārapūrvakaḥ | [RCūM, 10 85.1]
tṛtīyaḥ kāṃsyavimalastattatkāntyā sa lakṣyate | [RCūM, 10 85.2]
vartulaḥ koṇasaṃyuktaḥ snigdhaśca phalakānvitaḥ | [RCūM, 10 86.1]
marutpittaharo vṛṣyo vimalo'tirasāyanaḥ | [RCūM, 10 86.2]
pūrvo hemakriyāsūkto dvitīyo rūpyakṛnmataḥ | [RCūM, 10 87.1]
tṛtīyo bheṣaje teṣu pūrvaḥ pūrvaguṇottaraḥ | [RCūM, 10 87.2]
āṭarūṣajalasvinno vimalo vimalo bhavet | [RCūM, 10 88.1]
gandhāśmalakucābhyāṃ sa mriyate daśabhiḥ puṭaiḥ | [RCūM, 10 88.2]
saṭaṅkalakucadrāvair meṣaśṛṅgasya bhasmanā | [RCūM, 10 89.1]
piṣṭo mūṣodare liptaḥ saṃśoṣya ca nirudhya ca | [RCūM, 10 89.2]
ṣaṭprasthakokilair dhmāto vimalaḥ sīsasannibham | [RCūM, 10 90.1]
sattvaṃ muñcati tadyukto rasaḥ syāttu rasāyanaḥ | [RCūM, 10 90.2]
etatsattvaṃ sūtasaṃyuktaṃ piṣṭīkṛtvā sumarditam | [RCūM, 10 91.1]
vilīne gandhake kṣiptvā jārayet triguṇālakam | [RCūM, 10 91.2]
śilāṃ pañcaguṇāṃ cāpi nālikāyantrake khalu | [RCūM, 10 92.1]
tārabhasma daśāṃśena tāvadvaikrāntakaṃ mṛtam | [RCūM, 10 92.2]
sarvamekatra saṃcūrṇya paṭena parigālya ca | [RCūM, 10 93.1]
nikṣipya kūpikāmadhye paripūrya prayatnataḥ | [RCūM, 10 93.2]
līḍho vyoṣavarānvito vimalako yukto ghṛtaiḥ sevito hanyād durbhagakṛjjvarān śvayathukaṃ pāṇḍupramehārucim | [RCūM, 10 94.1]
mūlārtiṃ grahaṇīṃ ca śūlamatulaṃ yakṣmāmayān kāmalāṃ sarvānpittamarudgadān kimaparaṃ yogairaśeṣān gadān | [RCūM, 10 94.2]
śilādhāturdvidhā prokto gomūtrādyo rasāyanaḥ | [RCūM, 10 95.1]
karpūrapūrvakaścānyastatrādyo dvividhaḥ punaḥ | [RCūM, 10 95.2]
sasattvaścaiva niḥsattvastayoḥ pūrvo guṇādhikaḥ | [RCūM, 10 96.1]
grīṣme tīvrārkataptebhyaḥ pādebhyo himabhūbhṛtaḥ | [RCūM, 10 96.2]
svarṇarūpyārkagarbhebhyaḥ śilādhātur viniḥsaret | [RCūM, 10 97.1]
svarṇagarbhagirerjātaṃ japāpuṣpanibhaṃ guru | [RCūM, 10 97.2]
sa svalpatiktaṃ susvādu paramaṃ tadrasāyanam | [RCūM, 10 98.1]
rūpyagarbhagirerjātaṃ madhuraṃ pāṇḍuraṃ guru | [RCūM, 10 98.2]
śilājaṃ pittarogaghnaṃ viśeṣāt pāṇḍurogahṛt | [RCūM, 10 99.1]
tāmragarbhagirerjātaṃ nīlavarṇaṃ ghanaṃ guru | [RCūM, 10 99.2]
śilājaṃ kaphavātaghnaṃ tiktoṣṇaṃ kṣayaroganut | [RCūM, 10 100.1]
vahnau kṣiptaṃ bhavedyattu liṅgākāraṃ hyadhūmakam | [RCūM, 10 100.2]
salile'tha vilīnaṃ ca tacchuddhaṃ hi śilājatu | [RCūM, 10 100.3]
nūnaṃ sajvarapāṇḍuśophaśamanaṃ mehāgnimāndyāpahaṃ medaśchedakaraṃ ca yakṣmaśamanaṃ mūtrāmayonmūlanam | [RCūM, 10 101.1]
gulmaplīhavināśanaṃ jaṭharahṛcchūlaghnam āmāpahaṃ sarvatvaggadanāśanaṃ kimaparaṃ dehe ca lohe hitam | [RCūM, 10 101.2]
rasoparasasūtendraratnaloheṣu ye guṇāḥ | [RCūM, 10 102.1]
vasanti te śilādhātau jarāmṛtyujigīṣayā | [RCūM, 10 102.2]
kṣārāmlairguggulūpetaiḥ svedanīyantramadhyagaiḥ | [RCūM, 10 103.1]
sveditaṃ ghaṭikāmānācchilādhātur viśudhyati | [RCūM, 10 103.2]
śilayā gandhatālābhyāṃ mātuluṅgarasena ca | [RCūM, 10 104.1]
puṭitaṃ hi śilādhātur mriyate 'ṣṭagiriṇḍakaiḥ | [RCūM, 10 104.2]
bhasmībhūtaśilodbhavaṃ samatulaṃ kāntaṃ ca vaikrāntakaṃ yuktaśca triphalākaṭutrayaghṛtairvallena tulyaṃ bhajet | [RCūM, 10 105.1]
pāṇḍau yakṣmagude tathāgnisadane maheṣu mūtrāmaye gulmaplīhamahodare bahuvidhe śūle ca yonyāmaye | [RCūM, 10 105.2]
seveta yadi ṣaṇmāsaṃ rasāyanavidhānataḥ | [RCūM, 10 106.1]
valīpalitanirmukto jīvedvarṣaśataṃ sukhī | [RCūM, 10 106.2]
piṣṭaṃ drāvaṇavargeṇa sāmlena girisambhavam | [RCūM, 10 107.1]
liptvā mūṣodare ruddhvā gāḍhairdhmātaṃ hi kokilaiḥ | [RCūM, 10 107.2]
sattvaṃ muñcecchilādhātuḥ svakhanerlohasannibham | [RCūM, 10 108.1]
pāṇḍuraṃ sikatākāraṃ karpūrādyaṃ śilājatu | [RCūM, 10 108.2]
mūtrakṛcchrāśmarīmehakāmalāpāṇḍunāśanam | [RCūM, 10 109.1]
elātoyena saṃsvinnaṃ śuṣkaṃ śuddhimupaiti tat | [RCūM, 10 109.2]
naitasya māraṇaṃ sattvapātanaṃ vihitaṃ budhaiḥ | [RCūM, 10 110.1]
rasako dvividhaḥ prokto darduraḥ kāravellakaḥ | [RCūM, 10 110.2]
sadalo darduraḥ prokto nirdalaḥ kāravellakaḥ | [RCūM, 10 111.1]
sattvapāte śubhaḥ pūrvo dvitīyaścauṣadhādiṣu | [RCūM, 10 111.2]
rasakaḥ sarvamehaghnaḥ kaphapittavināśanaḥ | [RCūM, 10 112.1]
netrarogakṣayaghnaśca lohapāradarañjanaḥ | [RCūM, 10 112.2]
nāgārjunena nirdiṣṭau rasaśca rasakāvubhau | [RCūM, 10 113.1]
śreṣṭhau siddharasau syātāṃ dehalohakarau parau | [RCūM, 10 113.2]
rasaśca rasakaścobhau yenāgnisahanau kṛtau | [RCūM, 10 114.1]
dehalohamayī siddhirdāsī tasya na saṃśayaḥ | [RCūM, 10 114.2]
kharparaḥ parisaṃtaptaḥ saptavāraṃ nimajjitaḥ | [RCūM, 10 115.1]
bījapūrarasasyāntarnirmalatvaṃ samaśnute | [RCūM, 10 115.2]
nṛmūtre meṣamūtre vā takre vā kāñjike tathā | [RCūM, 10 116.1]
pratāpya majjitaṃ samyak kharparaṃ pariśudhyati | [RCūM, 10 116.2]
naramūtre sthito māsaṃ rasako rañjayed dhruvam | [RCūM, 10 117.1]
śuddhaṃ tāmraṃ rasaṃ tāraṃ śuddhaṃ svarṇaprabhaṃ tathā | [RCūM, 10 117.2]
haridrātriphalārālasindhudhūmaiḥ saṭaṅkaṇaiḥ | [RCūM, 10 118.1]
sāruṣkaraiśca pādāṃśaiḥ sāmlaiḥ saṃmardya kharparam | [RCūM, 10 118.2]
liptaṃ vṛntākamūṣāyāṃ śoṣayitvā nirudhya ca | [RCūM, 10 119.1]
mūṣāmukhopari nyasya kharparaṃ pradhamettataḥ | [RCūM, 10 119.2]
kharpare'pahṛte jvālā bhavennīlā sitā yadi | [RCūM, 10 120.1]
tadā sandaṃśato mūṣāṃ dhṛtvā kṛtvā hyadhomukhīm | [RCūM, 10 120.2]
śanairāsphālayed bhūmau yathā nālaṃ na bhajyate | [RCūM, 10 121.1]
vaṅgābhaṃ patitaṃ sattvaṃ tadādāya niyojayet | [RCūM, 10 121.2]
evaṃ hi tricaturvāraiḥ sarvaṃ sattvaṃ viniḥsaret | [RCūM, 10 122.1]
yadvā jalayutāṃ sthālīṃ nikhanet koṣṭhikodare | [RCūM, 10 122.2]
sacchidraṃ tanmukhe mallaṃ tanmukhe'dhomukhīṃ kṣipet | [RCūM, 10 123.1]
mūṣopari śikhitrāṃśca prakṣipya pradhamed dṛḍham | [RCūM, 10 123.2]
patitaṃ sthālikānīre sattvamādāya yojayet | [RCūM, 10 124.1]
tatsattvaṃ tālakopetaṃ nikṣipya khalu kharpare | [RCūM, 10 124.2]
bharjayellohadaṇḍena bhasmībhavati niścitam | [RCūM, 10 125.1]
tadbhasma mṛtakāntena samena saha yojitam | [RCūM, 10 125.2]
aṣṭaguñjāmitaṃ cūrṇaṃ triphalākvāthasaṃyutam | [RCūM, 10 126.1]
kāntapātrasthitaṃ rātrau tilajaprativāpakam | [RCūM, 10 126.2]
niṣevitaṃ nihantyāśu madhumehamapi dhruvam | [RCūM, 10 127.1]
paittaṃ kṣayaṃ ca pāṇḍuṃ ca śvayathuṃ gulmameva ca | [RCūM, 10 127.2]
raktagulmaṃ ca nārīṇāṃ pradaraṃ somarogakam | [RCūM, 10 128.1]
yonirogānaśeṣāṃśca viṣamāṃśca jvarānapi | [RCūM, 10 128.2]
rajaḥśūlaṃ ca nārīṇāṃ kāsaṃ śvāsaṃ ca hidhmikām | [RCūM, 10 128.3]
mākṣiko dvividho hemamākṣikastāramākṣikaḥ | [RCūM, 10 129.1]
tatrādyaṃ mākṣikaṃ kānyakubjotthaṃ svarṇasannibham | [RCūM, 10 129.2]
tapatītīrasambhūtaṃ pañcavarṇasuvarṇavat | [RCūM, 10 130.1]
pāṣāṇabahulaḥ proktastāpyākhyo'sau guṇālpakaḥ | [RCūM, 10 130.2]
mākṣīkadhātuḥ sakalāmayaghnaḥ prāṇo rasendrasya paraṃ hi vṛṣyaḥ | [RCūM, 10 131.1]
durmelalohadvayamelakaśca guṇottaraḥ sarvarasāyanāgryaḥ | [RCūM, 10 131.2]
eraṇḍatailaluṅgāmbusiddhe śudhyati mākṣikam | [RCūM, 10 132.1]
siddhaṃ ca kadalīkandatoye ca ghaṭikādvayam | [RCūM, 10 132.2]
taptaṃ kṣiptaṃ varākvāthe śuddhimāyāti mākṣikam | [RCūM, 10 133.1]
mātuluṅgāmbugandhābhyāṃ piṣṭaṃ mūṣodare sthitam | [RCūM, 10 133.2]
pañcakroḍapuṭairdagdhaṃ mriyate mākṣikaṃ khalu | [RCūM, 10 134.1]
eraṇḍatailagavyājyairmātuluṅgarasena ca | [RCūM, 10 134.2]
kharparasthaṃ dṛḍhaṃ pakvaṃ jāyate dhātusannibham | [RCūM, 10 135.1]
evaṃ mṛtaṃ rase yojyaṃ rasāyanavidhāvapi | [RCūM, 10 135.2]
triṃśāṃśanāgasaṃyuktaṃ kṣārairamlaiśca vartitam | [RCūM, 10 136.1]
dhmātaṃ prakaṭamūṣāyāṃ sattvaṃ muñcati mākṣikam | [RCūM, 10 136.2]
saptavāraṃ paridrāvya kṣiptaṃ nirguṇḍikārase | [RCūM, 10 137.1]
mākṣīkasattvasammiśraṃ nāgaṃ naśyati niścitam | [RCūM, 10 137.2]
guñjābījasamacchāyaṃ drutadrāvaṃ ca sīsavat | [RCūM, 10 138.1]
tāpyasattvaṃ viśuddhaṃ tu dehalohakaraṃ param | [RCūM, 10 138.2]
mākṣīkasattvena rasasya piṣṭīṃ kṛtvā vilīne ca baliṃ nidhāya | [RCūM, 10 139.1]
saṃmiśrya saṃmardya ca khalvamadhye nikṣipya sattvaṃ drutamabhrakasya ca | [RCūM, 10 139.2]
vidhāya golaṃ lavaṇākhyayantre paceddinārdhaṃ mṛduvahninā ca | [RCūM, 10 140.1]
svataḥ suśītaṃ paricūrṇya samyag vallonmitaṃ khaṇḍaviḍaṅgayuktam | [RCūM, 10 140.2]
saṃsevitaṃ kṣaudrayutaṃ nihanti jarāṃ sarogām apamṛtyumeva | [RCūM, 10 141.1]
duḥsādhyarogānapi saptavārairnaitena tulyo'sti sudhāraso'pi | [RCūM, 10 141.2]
mṛtamākṣīkapāṣāṇas tadardhaṃ mṛtamabhrakam | [RCūM, 10 142.1]
tadardhaṃ kāntalohaṃ ca tadardhaṃ tāmrabhasmakam | [RCūM, 10 142.2]
sarvamekatra saṃmelya samagandhena yojayet | [RCūM, 10 143.1]
nimbudraveṇa saṃmardya prapuṭeddaśavārakam | [RCūM, 10 143.2]
vanotpalaśatenaiva bhāvayet paricūrṇya tat | [RCūM, 10 144.1]
vyoṣabāhlīkatoyena vārāṇāmekaviṃśatim | [RCūM, 10 144.2]
bhaveddhi mṛtamākṣīkaṃ sarvavyādhivināśanam | [RCūM, 10 145.1]
kṣayaṃ pāṇḍuṃ ca kuṣṭhāni grahaṇīṃ gudajāṃ rujaḥ | [RCūM, 10 145.2]
mandāgniṃ kāmalāṃ śoṣaṃ svarabhaṅgamarocakam | [RCūM, 10 146.1]
nānārūpān jvarān ugrān āmadoṣaṃ visūcikām | [RCūM, 10 146.2]
vātapittakaphodbhūtāṃstattadrogān aśeṣataḥ | [RCūM, 10 147.1]
tattadaucityayogena prayuktairanupānakaiḥ | [RCūM, 10 147.2]
mahāraseṣu sarveṣu tāpyameva varaṃ matam | [RCūM, 10 147.3]
{RCūM, 11}
gandhāśmatālatuvarīkunaṭīsauvīrakaṅkuṣṭhakhecaragairikanāmadheyāḥ | [RCūM, 11 1.1]
uktā budhairuparasāśca rasāyanāste tairbaddhapāradavaro na rasāyanaḥ syāt | [RCūM, 11 1.2]
caturdhā gandhako jñeyo varṇaiḥ śvetādibhiḥ khalu | [RCūM, 11 2.1]
śveto'tra khaṭikā prokto lepane lohamāraṇe | [RCūM, 11 2.2]
tathā cāmalasāraḥ syād yo bhavetpītavarṇavān | [RCūM, 11 3.1]
śukapicchaḥ sa eva syācchreṣṭho rasarasāyane | [RCūM, 11 3.2]
raktaśca śukatuṇḍākhyo dhātuvādavidhau varaḥ | [RCūM, 11 4.1]
durlabhaḥ kṛṣṇavarṇaśca sa jarāmṛtyunāśanaḥ | [RCūM, 11 4.2]
gandhāśmātirasāyanaḥ samadhuraḥ pāke kaṭūṣṇānvitaḥ kaṇḍūkuṣṭhavisarpadadrudamano dīptānalaḥ pācanaḥ | [RCūM, 11 5.1]
āmonmocanaśoṣaṇo viṣaharaḥ sūtendravīryaprado gaurīpuṣpabhavastathā krimiharaḥ sattvātmakaḥ sūtajit | [RCūM, 11 5.2]
balinā sevitaḥ pūrvaṃ prabhūtabalahetave | [RCūM, 11 6.1]
vāsukiṃ karṣatastasya tanmukhajvālayā drutā | [RCūM, 11 6.2]
vasā gandhakagandhāḍhyā sarvato niḥsṛtā tanoḥ | [RCūM, 11 7.1]
gandhakatvaṃ ca sā prāptā gandho'bhūtsaviṣastataḥ | [RCūM, 11 7.2]
tasmād balivasetyukto gandhako'timanoharaḥ | [RCūM, 11 8.1]
payaḥsvinno ghaṭīmātraṃ vāridhauto hi gandhakaḥ | [RCūM, 11 8.2]
gavyājyairvidruto vastragālitaḥ śuddhimṛcchati | [RCūM, 11 9.1]
evaṃ saṃśodhitaḥ so'yaṃ pāṣāṇānambare tyajet | [RCūM, 11 9.2]
ghṛte viṣaṃ tuṣākāraṃ svayaṃ piṇḍatvameti ca | [RCūM, 11 10.1]
iti śuddho hi gandhāśmā nāgajāṃ vikṛtiṃ tyajet | [RCūM, 11 10.2]
apathyādanyathā hanyāt pītaṃ hālāhalaṃ yathā | [RCūM, 11 11.1]
gandhako drāvito bhṛṅgarase kṣipto viśudhyati | [RCūM, 11 11.2]
tadrasaiḥ saptadhā svinno gandhakaḥ pariśudhyati | [RCūM, 11 12.1]
sthālyāṃ dugdhaṃ vinikṣipya mukhe vastraṃ nibadhya ca | [RCūM, 11 12.2]
gandhakaṃ tatra nikṣipya cūrṇitaṃ sikatākṛtim | [RCūM, 11 13.1]
chādayet pṛthudīrgheṇa kharpareṇaiva gandhakam | [RCūM, 11 13.2]
jvālayet kharparasyordhvaṃ vanacchāṇaistathopalaiḥ | [RCūM, 11 14.1]
dugdhe nipatito gandho galitvā pariśudhyati | [RCūM, 11 14.2]
itthaṃ viśuddhas triphalājyabhṛṅgamadhvanvitaḥ śāṇamito hi līḍhaḥ | [RCūM, 11 15.1]
gṛdhrākṣitulyaṃ kurute'kṣiyugmaṃ karoti rogojjhitadīrghamāyuḥ | [RCūM, 11 15.2]
kalāṃśavyoṣasaṃyuktaṃ gandhakaṃ ślakṣṇacūrṇitam | [RCūM, 11 16.1]
aratnimātre vastre tadviprakīrya viveṣṭya tat | [RCūM, 11 16.2]
sūtreṇa veṣṭayitvātha yāmaṃ taile nimajjayet | [RCūM, 11 17.1]
dhṛtvā saṃdaṃśato vartiṃ sarvāṃ prajvālayettataḥ | [RCūM, 11 17.2]
druto vinipatedgandho binduśaḥ kācabhājane | [RCūM, 11 18.1]
tāṃ drutiṃ prakṣipetpatre nāgavallyāstribindukām | [RCūM, 11 18.2]
vallena pramitaṃ śuddhaṃ rasendraṃ ca pramardayet | [RCūM, 11 19.1]
aṅgulyātha sapatrāṃ tāṃ drutiṃ sūtaṃ ca bhakṣayet | [RCūM, 11 19.2]
karoti dīpanaṃ tīvraṃ kṣayaṃ pāṇḍuṃ ca nāśayet | [RCūM, 11 20.1]
kāsaṃ śvāsaṃ ca śūlārtiṃ grahaṇīmatidustarām | [RCūM, 11 20.2]
āmaṃ vināśayatyāśu laghutvaṃ prakaroti ca | [RCūM, 11 21.1]
ghṛtākte lohapātre tu vidrutaṃ śuddhagandhakam | [RCūM, 11 21.2]
ghṛtāktadarvikākṣiptaṃ dviniṣkapramitaṃ bhajet | [RCūM, 11 22.1]
hanti kṣayamukhānrogānkuṣṭharogaṃ viśeṣataḥ | [RCūM, 11 22.2]
kṣārāmlatailasauvīravidāhidvidalaṃ tathā | [RCūM, 11 23.1]
śuddhagandhakasevāyāṃ tyajedrogahitena hi | [RCūM, 11 23.2]
gandhakastulyamaricaḥ ṣaḍguṇastriphalānvitaḥ | [RCūM, 11 24.1]
ghṛṣṭaḥ śampākamūlena pītaścākhilakuṣṭhahā | [RCūM, 11 24.2]
tanmūlaṃ salile piṣṭaṃ lepayetpratyahaṃ tanau | [RCūM, 11 25.1]
dṛṣṭapratyayayogo'yaṃ sarvatrāprativīryavān | [RCūM, 11 25.2]
śrīmatā somadevena samyagatra prakīrtitaḥ | [RCūM, 11 26.1]
dviniṣkapramitaṃ gandhaṃ pītvā tailena saṃyutam | [RCūM, 11 26.2]
athāpāmārgatoyena satailamaricena ca | [RCūM, 11 27.1]
vilipya sakalaṃ dehaṃ tiṣṭhed gharme tataḥ param | [RCūM, 11 27.2]
takrabhaktaṃ ca bhuñjīta tṛtīye prahare khalu | [RCūM, 11 28.1]
bhajedrātrau tathā vahniṃ samutthāya tataḥ prage | [RCūM, 11 28.2]
mahiṣīchagaṇairliptvā snāyācchītena vāriṇā | [RCūM, 11 29.1]
tato'bhyajya ghṛtairdehaṃ snāyāt pathyoṣṇavāriṇā | [RCūM, 11 29.2]
amunā kramayogena vinaśyatyativegataḥ | [RCūM, 11 30.1]
durjayā bahukālīnā pāmā kaṇḍūḥ suniścitam | [RCūM, 11 30.2]
gandhakasya prayogāṇāṃ sahasraṃ tanna kīrtitam | [RCūM, 11 31.1]
granthavistarabhītena somadevamahībhujā | [RCūM, 11 31.2]
haritālaṃ dvidhā proktaṃ patrākhyaṃ piṇḍasaṃjñitam | [RCūM, 11 32.1]
svarṇavarṇaṃ guru snigdhaṃ tanupatraṃ ca bhāsuram | [RCūM, 11 32.2]
tatpatratālakaṃ proktaṃ bahupatraṃ rasāyanam | [RCūM, 11 33.1]
niṣpatraṃ piṇḍasadṛśaṃ svalpasattvaṃ tathā guru | [RCūM, 11 33.2]
strīpuṣpaharaṇaṃ tattu guṇālpaṃ piṇḍatālakam | [RCūM, 11 33.3]
śleṣmavātaviṣaraktabhūtanut kevalaṃ ca khalu puṣpahṛtstriyaḥ | [RCūM, 11 34.1]
snigdham uṣṇakaṭukaṃ ca dīpanaṃ kuṣṭhahāri haritālamucyate | [RCūM, 11 34.2]
svinnaṃ kūṣmāṇḍatoye vā tilakṣārajale'pi vā | [RCūM, 11 35.1]
toye vā cūrṇasaṃyukte dolāyantreṇa śudhyati | [RCūM, 11 35.2]
kulatthakvāthasaubhāgyamahiṣyājyadadhiplutam | [RCūM, 11 36.1]
sthālyāṃ kṣiptvā pidadhyācca mallena chidrayoginā | [RCūM, 11 36.2]
samyaṅnirudhya śikhinaṃ jvālayet kramavardhitam | [RCūM, 11 37.1]
ekapraharamātraṃ hi randhramācchādya gomayaiḥ | [RCūM, 11 37.2]
yāmānte chidramudghāṭya dṛṣṭe dhūme ca pāṇḍure | [RCūM, 11 38.1]
śītāṃ sthālīṃ samuttārya sattvamutkṛṣya cāharet | [RCūM, 11 38.2]
sarvapāṣāṇasattvānāṃ prakārāḥ santi koṭiśaḥ | [RCūM, 11 39.1]
granthavistārabhītyā te likhitā na mayā khalu | [RCūM, 11 39.2]
sarvatra sukaraṃ yacca sulabhaṃ phaladāyakam | [RCūM, 11 40.1]
