{VSM, 1}
iṣe tvā | [VSM, 1 1.1]
akaḥ su lokam su kṛtam pṛthivyām | [VSM, 11 697266_2]
tatas khanema su pratīkam agnim svar ruhāṇāḥ adhi nākam uttamam | [VSM, 11 697267_1]
ā tvā jigharmi manasā ghṛtena pratikṣiyantam bhuvanāni viśvā pṛthum tiraścā vayasā bṛhantam vyaciṣṭham annaiḥ rabhasam dṛśānam | [VSM, 11 697268_1]
ā viśvatas pratyañcam jigharmi | [VSM, 11 697270_1]
arakṣasā manasā tat juṣeta | [VSM, 11 697270_2]
marya śrī spṛhayat varṇaḥ agniḥ na abhimṛśe tanvā jarbhurāṇaḥ | [VSM, 11 697271_1]
pari vājapatiḥ kavir agnir havyāny akramīt | [VSM, 11 25.1]
dadhad ratnāni dāśuṣe | [VSM, 11 25.2]
pari tvāgne puraṃ vayaṃ vipraṃ sahasya dhīmahi | [VSM, 11 26.1]
dhṛṣadvarṇaṃ dive dive hantāraṃ bhaṅgurāvatām | [VSM, 11 26.2]
tvam agne dyubhis tvam āśuśukṣaṇis tvam adbhyas tvam aśmanas pari | [VSM, 11 27.1]
tvaṃ vanebhyas tvam oṣadhībhyas tvaṃ nṛṇāṃ nṛpate jāyase śuciḥ | [VSM, 11 27.2]
devasya tvā savituḥ prasave aśvinoḥ bāhubhyām pūṣṇaḥ hastābhyām pṛthivyāḥ sadhasthāt agnim purīṣyam aṅgirasvat khanāmi | [VSM, 11 697279_1]
jyotiṣmantam tvā agne su pratīkam ajasreṇa bhānunā dīdyatam śivam prajābhyaḥ a hiṃsantam pṛthivyāḥ sadhasthāt agnim purīṣyam aṅgirasvat khanāmaḥ | [VSM, 11 697281_1]
apām pṛṣṭham asi yoniḥ agneḥ samudram abhitas pinvamānam | [VSM, 11 697282_1]
vardhamānaḥ mahāṁ ā ca puṣkare divaḥ mātrayā varimṇā prathasva | [VSM, 11 697283_1]
śarma ca sthaḥ varma ca sthaḥ | [VSM, 11 697284_1]
acchidre bahule ubhe | [VSM, 11 697284_2]
vyacasvatī saṃvasāthām | [VSM, 11 697285_1]
bhṛtam agnim purīṣyam | [VSM, 11 697285_2]
saṃvasāthām svarvidā samīcī urasā tmanā agnim antar bhariṣyantī jyotiṣmantam ajasram id | [VSM, 11 697286_1]
purīṣyaḥ asi viśva bharāḥ | [VSM, 11 697288_1]
atharvā tvā prathamaḥ niramanthat agne | [VSM, 11 697288_2]
tvām agne puṣkarāt adhi atharvā niramanthata mūrdhnaḥ viśvasya vāghataḥ | [VSM, 11 697289_1]
tam u tvā dadhyaṅṅ ṛṣiḥ putra īdhe atharvaṇaḥ | [VSM, 11 33.1]
vṛtrahaṇaṃ puraṃdaram | [VSM, 11 33.2]
tam u tvā pāthyo vṛṣā samīdhe dasyuhantamam | [VSM, 11 34.1]
dhanaṃjayaṃ raṇe raṇe | [VSM, 11 34.2]
sīda hotar sve u loke cikitvān | [VSM, 11 697295_1]
sādaya yajñam su kṛtasya yonau | [VSM, 11 697295_2]
devāvīḥ devān haviṣā yajāsi | [VSM, 11 697296_1]
agne bṛhat yajamāne vayaḥ dhāḥ | [VSM, 11 697296_2]
ni hotā hotṛṣadane vidānas tveṣo dīdivāṁ asadat sudakṣaḥ | [VSM, 11 36.1]
adabdhavratapramatir vasiṣṭhaḥ sahasrambharaḥ śucijihvo agniḥ | [VSM, 11 36.2]
saṃsīdasva mahāṁ asi śocasva devavītamaḥ | [VSM, 11 37.1]
vi dhūmam agne aruṣaṃ miyedhya sṛja praśasta darśatam | [VSM, 11 37.2]
apaḥ devīḥ upasṛja madhumatīḥ a yakṣmāya prajābhyaḥ | [VSM, 11 697301_1]
tāsām āsthānāt ujjihatām oṣadhayaḥ su pippalāḥ | [VSM, 11 697302_1]
sam te vāyuḥ mātariśvā dadhātu uttānāyāḥ hṛdayam yat vikastam | [VSM, 11 697303_1]
yaḥ devānām carasi prāṇathena kasmai deva vaṣaṭ astu tubhyam | [VSM, 11 697304_1]
su jātaḥ jyotiṣā saha śarma varūtham āsadat svar | [VSM, 11 697305_1]
vāsaḥ agne viśva rūpam saṃvyayasva vibhāvaso | [VSM, 11 697306_1]
ud u tiṣṭha svadhvarāvā no devyā dhiyā | [VSM, 11 41.1]
dṛśe ca bhāsā bṛhatā śuśukvanir āgne yāhi suśastibhiḥ | [VSM, 11 41.2]
ūrdhva ū ṣu ṇa ūtaye tiṣṭhā devo na savitā | [VSM, 11 42.1]
ūrdhvo vājasya sanitā yad añjibhir vāghadbhir vihvayāmahe | [VSM, 11 42.2]
sa jāto garbho asi rodasyor agne cārur vibhṛta oṣadhīṣu | [VSM, 11 43.1]
citraḥ śiśuḥ pari tamāṃsy aktūn pra mātṛbhyo adhi kanikradad gāḥ | [VSM, 11 43.2]
sthiraḥ bhava vīḍu aṅgaḥ | [VSM, 11 697313_1]
āśuḥ bhava vājī arvan | [VSM, 11 697313_2]
pṛthur bhava suṣadas tvam agneḥ purīṣavāhaṇaḥ | [VSM, 11 44.2]
śivaḥ bhava prajābhyaḥ mānuṣībhyaḥ tvam aṅgiraḥ | [VSM, 11 697315_1]
mā dyāvāpṛthivī abhiśocīḥ mā antarikṣam mā vanaspatīn | [VSM, 11 697316_1]
praitu vājī kanikradat nānadat rāsabhaḥ patvā | [VSM, 11 697317_1]
bharan agnim purīṣyam mā pādi āyuṣaḥ purā | [VSM, 11 697318_1]
vṛṣā agnim vṛṣaṇam bharan apām garbham samudriyam agne āyāhi vītaye | [VSM, 11 697320_1]
ṛtam satyam | [VSM, 11 697321_1]
ṛtam satyam | [VSM, 11 697321_2]
agnim purīṣyam aṅgirasvat bharāmaḥ | [VSM, 11 697322_1]
oṣadhayaḥ pratimodadhvam agnim etam śivam āyantam abhi atra | [VSM, 11 697323_1]
vyasyan viśvāḥ anirāḥ amīvāḥ niṣīdan naḥ apa durmatim jahi | [VSM, 11 697324_1]
oṣadhayaḥ pratigṛbhṇīta puṣpavatīḥ su pippalāḥ | [VSM, 11 697325_1]
ayam vaḥ garbhaḥ ṛtviyaḥ pratnam sadhastham āsadat | [VSM, 11 697326_1]
vi pājasā pṛthunā śośucāno bādhasva dviṣo rakṣaso amīvāḥ | [VSM, 11 49.1]
suśarmaṇo bṛhataḥ śarmaṇi syām agner ahaṃ suhavasya praṇītau | [VSM, 11 49.2]
āpo hi ṣṭhā mayobhuvas tā na ūrje dadhātana | [VSM, 11 50.1]
mahe raṇāya cakṣase | [VSM, 11 50.2]
yo vaḥ śivatamo rasas tasya bhājayateha naḥ | [VSM, 11 51.1]
uśatīr iva mātaraḥ | [VSM, 11 51.2]
tasmā araṃ gamāma vo yasya kṣayāya jinvatha | [VSM, 11 52.1]
āpo janayathā ca naḥ | [VSM, 11 52.2]
mitraḥ saṃsṛjya pṛthivīm bhūmim ca jyotiṣā saha su jātam jātavedasam a yakṣmāya tvā saṃsṛjāmi prajābhyaḥ | [VSM, 11 697336_1]
rudrāḥ saṃsṛjya pṛthivīm bṛhat jyotiḥ samīdhire | [VSM, 11 697337_1]
teṣām bhānuḥ ajasraḥ id śukraḥ deveṣu rocate | [VSM, 11 697338_1]
saṃsṛṣṭām vasubhiḥ rudraiḥ dhīraiḥ karmaṇyām mṛdam hastābhyām mṛdvīm kṛtvā sinīvālī kṛṇotu tām | [VSM, 11 697340_1]
sinīvālī su kapardā su kurīrā sā tubhyam adite mahi ā ukhām dadhātu hastayoḥ | [VSM, 11 697342_1]
ukhām kṛṇotu śaktyā bāhubhyām aditiḥ dhiyā | [VSM, 11 697343_1]
mātā putram yathā upasthe sā agnim bibhartu garbhe ā | [VSM, 11 697344_1]
makhasya śiraḥ asi | [VSM, 11 697345_1]
vasavaḥ tvā kṛṇvantu gāyatreṇa chandasā aṅgirasvat | [VSM, 11 697346_1]
dhruvā asi | [VSM, 11 697346_2]
pṛthivī asi | [VSM, 11 697346_3]
dhāraya mayi prajām rāyaspoṣam gaupatyam su vīryam sajātān yajamānāya | [VSM, 11 697347_1]
rudrāḥ tvā kṛṇvantu traiṣṭubhena chandasā aṅgirasvat | [VSM, 11 697348_1]
dhruvā asi | [VSM, 11 697348_2]
antarikṣam asi | [VSM, 11 697348_3]
dhāraya mayi prajām rāyaspoṣam gaupatyam su vīryam sajātān yajamānāya | [VSM, 11 697349_1]
ādityāḥ tvā kṛṇvantu jāgatena chandasā aṅgirasvat | [VSM, 11 697350_1]
dhruvā asi | [VSM, 11 697350_2]
dyauḥ asi | [VSM, 11 697350_3]
dhārayā mayi prajāṃ rāyaspoṣaṃ gaupatyaṃ suvīryaṃ sajātān yajamānāya | [VSM, 11 58.6]
viśve tvā devāḥ vaiśvānarāḥ kṛṇvantu ānuṣṭubhena chandasā aṅgirasvat | [VSM, 11 697352_1]
dhruvā asi | [VSM, 11 697352_2]
diśaḥ asi | [VSM, 11 697352_3]
dhārayā mayi prajāṃ rāyaspoṣaṃ gaupatyaṃ suvīryaṃ sajātān yajamānāya | [VSM, 11 58.8]
adityai rāsnā asi | [VSM, 11 697354_1]
aditiḥ te bilam gṛbhṇātu | [VSM, 11 697355_1]
kṛtvāya sā mahīm ukhām mṛd mayīm yonim agnaye putrebhyaḥ prāyacchat aditiḥ | [VSM, 11 697357_1]
śrapayān iti | [VSM, 11 697357_2]
vasavaḥ tvā dhūpayantu gāyatreṇa chandasā aṅgirasvat | [VSM, 11 697358_1]
rudrāḥ tvā dhūpayantu traiṣṭubhena chandasā aṅgirasvat | [VSM, 11 697359_1]
ādityāḥ tvā dhūpayantu jāgatena chandasā aṅgirasvat | [VSM, 11 697360_1]
viśve tvā devāḥ vaiśvānarāḥ dhūpayantu ānuṣṭubhena chandasā aṅgirasvat | [VSM, 11 697361_1]
indraḥ tvā dhūpayatu | [VSM, 11 697362_1]
varuṇaḥ tvā dhūpayatu | [VSM, 11 697363_1]
viṣṇuḥ tvā dhūpayatu | [VSM, 11 697364_1]
aditiḥ tvā devī viśvadevyāvatī pṛthivyāḥ sadhasthe aṅgirasvat khanatu avaṭa | [VSM, 11 697365_1]
devānām tvā patnīḥ devīḥ viśvadevyāvatīḥ pṛthivyāḥ sadhasthe aṅgirasvat dadhatu ukhe | [VSM, 11 697366_1]
dhiṣaṇāḥ tvā devīḥ viśvadevyāvatīḥ pṛthivyāḥ sadhasthe aṅgirasvat abhīndhatām ukhe | [VSM, 11 697367_1]
varūtrīḥ tvā devīḥ viśvadevyāvatīḥ pṛthivyāḥ sadhasthe aṅgirasvat śrapayantu ukhe | [VSM, 11 697368_1]
gnāḥ tvā devīḥ viśvadevyāvatīḥ pṛthivyāḥ sadhasthe aṅgirasvat pacantu ukhe | [VSM, 11 697369_1]
janayaḥ tvā acchinna patrāḥ devīḥ viśvadevyāvatīḥ pṛthivyāḥ sadhasthe aṅgirasvat pacantu ukhe | [VSM, 11 697370_1]
mitrasya carṣaṇīdhṛto 'vo devasya sānasi | [VSM, 11 62.1]
dyumnaṃ citraśravastamam | [VSM, 11 62.2]
devaḥ tvā savitā udvapatu su pāṇiḥ su aṅguriḥ su bāhuḥ uta śaktyā | [VSM, 11 697373_1]
a vyathamānā pṛthivyām āśāḥ diśaḥ āpṛṇa | [VSM, 11 697374_1]
utthāya bṛhatī bhava | [VSM, 11 697375_1]
ud u tiṣṭha dhruvā tvam | [VSM, 11 697375_2]
mitra etām te ukhām paridadāmi a bhittyai | [VSM, 11 697376_1]
eṣā mā bhedi | [VSM, 11 697376_2]
vasavaḥ tvā āchṛndantu gāyatreṇa chandasā aṅgirasvat | [VSM, 11 697377_1]
rudrāḥ tvā āchṛndantu traiṣṭubhena chandasā aṅgirasvat | [VSM, 11 697378_1]
ādityāḥ tvā āchṛndantu jāgatena chandasā aṅgirasvat | [VSM, 11 697379_1]
viśve tvā devāḥ vaiśvānarāḥ āchṛndantu ānuṣṭubhena chandasā aṅgirasvat | [VSM, 11 697380_1]
ākūtim agnim prayujam svāhā | [VSM, 11 697381_1]
manaḥ medhām agnim prayujam svāhā | [VSM, 11 697382_1]
cittam vijñātam agnim prayujam svāhā | [VSM, 11 697383_1]
vācaḥ vidhṛtim agnim prayujam svāhā | [VSM, 11 697384_1]
prajāpataye manave svāhā | [VSM, 11 697385_1]
agnaye vaiśvānarāya svāhā | [VSM, 11 697386_1]
viśvo devasya netur marto vurīta sakhyam | [VSM, 11 67.1]
viśvo rāya iṣudhyati dyumnaṃ vṛṇīta puṣyase svāhā | [VSM, 11 67.2]
mā su bhitthāḥ | [VSM, 11 697389_1]
mā su riṣaḥ | [VSM, 11 697389_2]
amba dhṛṣṇu vīrayasva su | [VSM, 11 697389_3]
agniḥ ca idam kariṣyathaḥ | [VSM, 11 697390_1]
dṛṃhasva devi pṛthivi svastaye | [VSM, 11 697391_1]
āsurī māyā svadhayā kṛtā asi | [VSM, 11 697391_2]
juṣṭam devebhyaḥ idam astu havyam | [VSM, 11 697392_1]
ariṣṭā tvam udihi yajñe asmin | [VSM, 11 697392_2]
drvanna sarpirāsutiḥ pratno hotā vareṇyaḥ | [VSM, 11 70.1]
sahasas putro adbhutaḥ | [VSM, 11 70.2]
parasyā adhi saṃvato 'varāṃ abhyātara | [VSM, 11 71.1]
yatra aham asmi tāṁ ava | [VSM, 11 697396_1]
paramasyāḥ parāvataḥ rohit aśvaḥ iha āgahi | [VSM, 11 697397_1]
purīṣyaḥ puru priyaḥ agne tvam tara mṛdhaḥ | [VSM, 11 697398_1]
yad agne kāni kānicid ā te dārūṇi dadhmasi | [VSM, 11 73.1]
sarvaṃ tad astu te ghṛtaṃ taj juṣasva yaviṣṭhya | [VSM, 11 73.2]
yad atty upajihvikā yad vamro atisarpati | [VSM, 11 74.1]
sarvaṃ tad astu te ghṛtaṃ taj juṣasva yaviṣṭhya | [VSM, 11 74.2]
aharahar aprayāvaṃ bharanto 'śvāyeva tiṣṭhate ghāsam asmai | [VSM, 11 75.1]
rāyaspoṣeṇa sam iṣā madanto 'gne mā te prativeśā riṣāma | [VSM, 11 75.2]
nābhā pṛthivyāḥ samidhāne agnau rāyaspoṣāya bṛhate havāmahe iraṃmadam bṛhat ukthyam yajatram jetāram agnim pṛtanāsu sāsahim | [VSM, 11 697405_1]
yāḥ senāḥ abhītvarīḥ āvyādhinīḥ ugaṇāḥ uta ye stenāḥ ye ca taskarāḥ tān te agne apidadhāmi āsye | [VSM, 11 697408_1]
daṃṣṭrābhyāṃ malimlūn jambhyais taskarāṁ uta | [VSM, 11 78.1]
hanubhyāṃ stenān bhagavas tāṃs tvaṃ khāda sukhāditān | [VSM, 11 78.2]
ye janeṣu malimlava stenāsas taskarā vane | [VSM, 11 79.1]
ye kakṣeṣv aghāyavas tāṃs te dadhāmi jambhayoḥ | [VSM, 11 79.2]
yaḥ asmabhyam arātīyāt yaḥ ca naḥ dveṣate janaḥ nindāt yaḥ asmān dhipsāt ca sarvam tam bhasmasā kuru | [VSM, 11 697414_1]
saṃśitam me brahma | [VSM, 11 697415_1]
saṃśitam vīryam balam | [VSM, 11 697415_2]
saṃśitam kṣatram jiṣṇu yasya aham asmi purohitaḥ | [VSM, 11 697416_1]
ud eṣām bāhū atiram ud varcaḥ atha u balam | [VSM, 11 697417_1]
kṣiṇomi brahmaṇā amitrān | [VSM, 11 697418_1]
unnayāmi svāṁ aham | [VSM, 11 697418_2]
anna pate annasya naḥ dehi anamīvasya śuṣmiṇaḥ | [VSM, 11 697419_1]
pra pra dātāram tāriṣaḥ | [VSM, 11 697420_1]
ūrjam naḥ dhehi dvipade catuṣpade | [VSM, 11 697420_2]
{VSM, 12}
dṛśāno rukma urvyā vyadyaud durmarṣam āyuḥ śriye rucānaḥ | [VSM, 12 1.1]
agnir amṛto abhavad vayobhir yad enaṃ dyaur janayat suretāḥ | [VSM, 12 1.2]
naktoṣāsā samanasā virūpe dhāpayete śiśum ekaṃ samīcī | [VSM, 12 2.1]
dyāvākṣāmā rukmo antar vibhāti devā agniṃ dhārayan draviṇodāḥ | [VSM, 12 2.2]
viśvā rūpāṇi pratimuñcate kaviḥ prāsāvīd bhadraṃ dvipade catuṣpade | [VSM, 12 3.1]
vi nākam akhyat savitā vareṇyo 'nu prayāṇam uṣaso virājati | [VSM, 12 3.2]
suparṇo 'si garutmāṃs trivṛt te śiro gāyatraṃ cakṣur bṛhadrathantare pakṣau | [VSM, 12 4.1]
stoma ātmā chandāṃsy aṅgāni yajūṃṣi nāma | [VSM, 12 4.2]
sāma te tanūr vāmadevyaṃ yajñāyajñiyaṃ pucchaṃ dhiṣṇyāḥ śaphāḥ | [VSM, 12 4.3]
suparṇo 'si garutmān divaṃ gaccha svaḥ pata | [VSM, 12 4.4]
viṣṇoḥ kramo 'si sapatnahā gāyatraṃ chanda āroha pṛthivīm anu vikramasva | [VSM, 12 5.1]
viṣṇoḥ kramo 'sy abhimātihā traiṣṭubhaṃ chanda ārohāntarikṣam anu vikramasva | [VSM, 12 5.2]
viṣṇoḥ kramo 'sy arātīyato hantā jāgataṃ chanda āroha divam anu vikramasva | [VSM, 12 5.3]
viṣṇoḥ kramo 'si śatrūyato hantānuṣṭubhaṃ chanda āroha diśo 'nu vikramasva | [VSM, 12 5.4]
akrandad agni stanayann iva dyauḥ kṣāmā rerihad vīrudhaḥ samañjan | [VSM, 12 6.1]
sadyo jajñāno vi hīm iddho akhyad ā rodasī bhānunā bhāty antaḥ | [VSM, 12 6.2]
agne 'bhyāvartinn abhi mā nivartasvāyuṣā varcasā prajayā dhanena | [VSM, 12 7.1]
sanyā medhayā rayyā poṣeṇa | [VSM, 12 7.2]
agne aṅgiraḥ śataṃ te santv āvṛtaḥ sahasraṃ ta upāvṛtaḥ | [VSM, 12 8.1]
adhā poṣasya poṣeṇa punar no naṣṭam ākṛdhi punar no rayim ākṛdhi | [VSM, 12 8.2]
punar ūrjā nivartasva punar agna iṣāyuṣā | [VSM, 12 9.1]
punar naḥ pāhy aṃhasaḥ | [VSM, 12 9.2]
saha rayyā nivartasvāgne pinvasva dhārayā | [VSM, 12 10.1]
viśvapsnyā viśvatas pari | [VSM, 12 10.2]
ā tvāhārṣam antar abhūr dhruvas tiṣṭhāvicācaliḥ | [VSM, 12 11.1]
viśas tvā sarvā vāñchantu mā tvad rāṣṭram adhibhraśat | [VSM, 12 11.2]
ud uttamaṃ varuṇa pāśam asmad avādhamaṃ vi madhyamaṃ śrathāya | [VSM, 12 12.1]
athā vayam āditya vrate tavānāgaso aditaye syāma | [VSM, 12 12.2]
agre bṛhann uṣasām ūrdhvo asthān nirjaganvān tamaso jyotiṣāgāt | [VSM, 12 13.1]
agnir bhānunā ruśatā svaṅga ājāto viśvā sadmāny aprāḥ | [VSM, 12 13.2]
haṃsaḥ śuciṣad vasur antarikṣasaddhotā vediṣad atithir dūroṇasat | [VSM, 12 14.1]
nṛṣad varasad ṛtasad vyomasad abjā gojā ṛtajā adrijā ṛtam | [VSM, 12 14.2]
bṛhat | [VSM, 12 14.3]
sīda tvaṃ mātur asyā upasthe viśvāny agne vayunāni vidvān | [VSM, 12 15.1]
maināṃ tapasā mārciṣābhiśocīr antar asyāṃ śukrajyotir vibhāhi | [VSM, 12 15.2]
antar agne rucā tvam ukhāyāḥ sadane sve | [VSM, 12 16.1]
tasyās tvaṃ harasā tapan jātavedaḥ śivo bhava | [VSM, 12 16.2]
śivo bhūtvā mahyam agne atho sīda śivas tvam | [VSM, 12 17.1]
śivāḥ kṛtvā diśaḥ sarvāḥ svaṃ yonim ihāsadaḥ | [VSM, 12 17.2]
divas pari prathamaṃ jajñe agnir asmād dvitīyaṃ pari jātavedāḥ | [VSM, 12 18.1]
tṛtīyam apsu nṛmaṇā ajasram indhāna enaṃ jarate svādhīḥ | [VSM, 12 18.2]
vidmā te agne tredhā trayāṇi vidmā te dhāma vibhṛtā purutrā | [VSM, 12 19.1]
vidmā te nāma paramaṃ guhā yad vidmā tam utsaṃ yata ājagantha | [VSM, 12 19.2]
samudre tvā nṛmaṇā apsv antar nṛcakṣā īdhe divo agna ūdhan | [VSM, 12 20.1]
tṛtīye tvā rajasi tasthivāṃsam apām upasthe mahiṣā avardhan | [VSM, 12 20.2]
akrandad agni stanayann iva dyauḥ kṣāmā rerihad vīrudhaḥ samañjan | [VSM, 12 21.1]
sadyo jajñāno vi hīm iddho akhyad ā rodasī bhānunā bhāty antaḥ | [VSM, 12 21.2]
śrīṇām udāro dharuṇo rayīṇāṃ manīṣāṇāṃ prārpaṇaḥ somagopāḥ | [VSM, 12 22.1]
vasuḥ sūnuḥ sahaso apsu rājā vibhāty agra uṣasām idhānaḥ | [VSM, 12 22.2]
viśvasya ketur bhuvanasya garbha ā rodasī apṛṇāj jāyamānaḥ | [VSM, 12 23.1]
vīḍuṃ cid adrim abhinat parāyañ janā yad agnim ayajanta pañca | [VSM, 12 23.2]
uśik pāvako aratiḥ sumedhā martyeṣvagnir amṛto nidhāyi | [VSM, 12 24.1]
iyarti dhūmam aruṣaṃ bharibhrad ucchukreṇa śociṣā dyām inakṣan | [VSM, 12 24.2]
dṛśāno rukma urvyā vyadyaud durmarṣam āyuḥ śriye rucānaḥ | [VSM, 12 25.1]
agnir amṛto abhavad vayobhir yad enaṃ dyaur janayat suretāḥ | [VSM, 12 25.2]
yas te adya kṛṇavad bhadraśoce 'pūpaṃ deva ghṛtavantam agne | [VSM, 12 26.1]
pra taṃ naya prataraṃ vasyo acchābhi sumnaṃ devabhaktaṃ yaviṣṭha | [VSM, 12 26.2]
ā taṃ bhaja sauśravaseṣv agna uktha uktha ābhaja śasyamāne | [VSM, 12 27.1]
priyaḥ sūrye priyo agnā bhavāty uj jātena bhinadad uj janitvaiḥ | [VSM, 12 27.2]
tvām agne yajamānā anu dyūn viśvā vasu dadhire vāryāṇi | [VSM, 12 28.1]
tvayā saha draviṇam icchamānā vrajaṃ gomantam uśijo vivavruḥ | [VSM, 12 28.2]
astāvy agnir narāṃ suśevo vaiśvānara ṛṣibhiḥ somagopāḥ | [VSM, 12 29.1]
adveṣe dyāvāpṛthivī huvema devā dhatta rayim asme suvīram | [VSM, 12 29.2]
samidhāgniṃ duvasyata ghṛtair bodhayatātithim | [VSM, 12 30.1]
āsmin havyā juhotana | [VSM, 12 30.2]
ud u tvā viśve devā agne bharantu cittibhiḥ | [VSM, 12 31.1]
sa no bhava śivas tvaṃ supratīko vibhāvasuḥ | [VSM, 12 31.2]
pred agne jyotiṣmān yāhi śivebhir arcibhiṣṭvam | [VSM, 12 32.1]
bṛhadbhir bhānubhir bhāsan mā hiṃsīs tanvā prajāḥ | [VSM, 12 32.2]
akrandad agni stanayann iva dyauḥ kṣāmā rerihad vīrudhaḥ samañjan | [VSM, 12 33.1]
sadyo jajñāno vi hīm iddho akhyad ā rodasī bhānunā bhāty antaḥ | [VSM, 12 33.2]
pra prāyam agnir bharatasya śṛṇve vi yat sūryo na rocate bṛhad bhāḥ | [VSM, 12 34.1]
abhi yaḥ pūruṃ pṛtanāsu tasthau dīdāya daivyo atithiḥ śivo naḥ | [VSM, 12 34.2]
āpo devīḥ pratigṛbhṇīta bhasmaitat syone kṛṇudhvaṃ surabhā loke | [VSM, 12 35.1]
tasmai namantāṃ janayaḥ supatnīr māteva putraṃ bibhṛtāpsv enat | [VSM, 12 35.2]
apsv agne sadhiṣṭava sauṣadhīr anurudhyase | [VSM, 12 36.1]
garbhe san jāyase punaḥ | [VSM, 12 36.2]
garbho asy oṣadhīnāṃ garbho vanaspatīnām | [VSM, 12 37.1]
garbho viśvasya bhūtasyāgne garbho apām asi | [VSM, 12 37.2]
prasadya bhasmanā yonim apaś ca pṛthivīm agne | [VSM, 12 38.1]
saṃsṛjya mātṛbhiṣṭvaṃ jyotiṣmān punar āsadaḥ | [VSM, 12 38.2]
punar āsadya sadanam apaś ca pṛthivīm agne | [VSM, 12 39.1]
śeṣe mātur yathopasthe 'ntar asyāṃ śivatamaḥ | [VSM, 12 39.2]
punar ūrjā nivartasva punar agna iṣāyuṣā | [VSM, 12 40.1]
punar naḥ pāhyaṃhasaḥ | [VSM, 12 40.2]
saha rayyā nivartasvāgne pinvasva dhārayā | [VSM, 12 41.1]
viśvapsnyā viśvatas pari | [VSM, 12 41.2]
bodhā me asya vacaso yaviṣṭha maṃhiṣṭhasya prabhṛtasya svadhāvaḥ | [VSM, 12 42.1]
pīyati tvo anu tvo gṛṇāti vandāruṣ ṭe tanvaṃ vande agne | [VSM, 12 42.2]
sa bodhi sūrir maghavā vasupate vasudāvan | [VSM, 12 43.1]
yuyodhy asmad dveṣāṃsi | [VSM, 12 43.2]
viśvakarmaṇe svāhā | [VSM, 12 43.3]
punas tvādityā rudrā vasavaḥ samindhatāṃ punar brahmāṇo vasunītha yajñaiḥ | [VSM, 12 44.1]
ghṛtena tvaṃ tanvaṃ vardhayasva satyāḥ santu yajamānasya kāmāḥ | [VSM, 12 44.2]
apeta vīta vi ca sarpatāto ye 'tra stha purāṇā ye ca nūtanāḥ | [VSM, 12 45.1]
adād yamo 'vasānaṃ pṛthivyā akrann imaṃ pitaro lokam asmai | [VSM, 12 45.2]
saṃjñānam asi | [VSM, 12 46.1]
kāmadharaṇam | [VSM, 12 46.2]
mayi te kāmadharaṇaṃ bhūyāt | [VSM, 12 46.3]
agner bhasmāsy agneḥ purīṣam asi | [VSM, 12 46.4]
cita stha paricita ūrdhvacitaḥ śnayadhvam | [VSM, 12 46.5]
ayaṃ so agnir yasmint somam indraḥ sutaṃ dadhe jaṭhare vāvaśānaḥ | [VSM, 12 47.1]
sahasriṇaṃ vājam atyaṃ na saptiṃ sasavānt sant stūyase jātavedaḥ | [VSM, 12 47.2]
agne yat te divi varcaḥ pṛthivyāṃ yad oṣadhīṣv apsv ā yajatra | [VSM, 12 48.1]
yenāntarikṣam urv ātatantha tveṣaḥ sa bhānur arṇavo nṛcakṣāḥ | [VSM, 12 48.2]
agne divo arṇam acchā jigāsy acchā devāṁ ūciṣe dhiṣṇyā ye | [VSM, 12 49.1]
yā rocane parastāt sūryasya yāś cāvastād upatiṣṭhanta āpaḥ | [VSM, 12 49.2]
purīṣyāso agnayaḥ prāvaṇebhiḥ sajoṣasaḥ | [VSM, 12 50.1]
juṣantāṃ yajñam adruho 'namīvā iṣo mahīḥ | [VSM, 12 50.2]
iḍām agne purudaṃsaṃ saniṃ goḥ śaśvattamaṃ havamānāya sādha | [VSM, 12 51.1]
syān naḥ sūnus tanayo vijāvāgne sā te sumatir bhūtv asme | [VSM, 12 51.2]
ayaṃ te yonir ṛtviyo yato jāto arocathāḥ | [VSM, 12 52.1]
taṃ jānann agna ārohāthā no vardhayā rayim | [VSM, 12 52.2]
cid asi tayā devatayāṅgirasvad dhruvā sīda | [VSM, 12 53.1]
paricid asi tayā devatayāṅgirasvad dhruvā sīda | [VSM, 12 53.2]
lokaṃ pṛṇa chidraṃ pṛṇātho sīda dhruvā tvam | [VSM, 12 54.1]
indrāgnī tvā bṛhaspatir asmin yonāvasīṣadan | [VSM, 12 54.2]
tā asya sūdadohasaḥ somaṃ śrīṇanti pṛśnayaḥ | [VSM, 12 55.1]
janman devānāṃ viśas triṣv ā rocane divaḥ | [VSM, 12 55.2]
indraṃ viśvā avīvṛdhant samudravyacasaṃ giraḥ | [VSM, 12 56.1]
rathītamaṃ rathīnāṃ vājānāṃ satpatiṃ patim | [VSM, 12 56.2]
samitaṃ saṃkalpethāṃ sampriyau rociṣṇū sumanasyamānau | [VSM, 12 57.1]
iṣam ūrjam abhi saṃvasānau | [VSM, 12 57.2]
saṃ vāṃ manāṃsi saṃ vratā sam u cittāny ākaram | [VSM, 12 58.1]
agne purīṣyādhipā bhava tvaṃ na iṣam ūrjaṃ yajamānāya dhehi | [VSM, 12 58.2]
agne tvaṃ purīṣyo rayimān puṣṭimāṁ asi | [VSM, 12 59.1]
